"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
18,0,27,2,0,0,/videos/126751017,"Teaser -- Futurewomen, an alternate reality series by Honey Pot Performance",47,2015-05-03T21:57:12+00:00,Array,0,43,9,168,384,0
16,0,41,4,0,0,/videos/179706932,"#2QIK: Sam Bailey  &  Kiam Marcelo Junio (Part Two)",667,2016-08-22T03:33:51+00:00,Array,0,45,246,3940,8671,0
13,0,53,4,1,0,/videos/160674297,"On The Verge -- By Paige Cunningham Caldarella & Jessica King",658,2016-03-28T23:47:44+00:00,Array,0,54,415,5398,9870,0
11,0,76,8,0,0,/videos/136577953,"Introducing Althea of #Futurewomen",107,2015-08-18T03:58:39+00:00,Array,0,65,90,996,1510,0
10,0,21,1,0,0,/videos/163350705,"Bronx Cunt Tour -- Episode 4",893,2016-04-19T03:12:52+00:00,Array,0,48,391,3914,8046,0
8,0,77,4,0,0,/videos/136578747,"Introducing Isis of #Futurewomen",263,2015-08-18T04:14:52+00:00,Array,0,64,149,1195,1841,0
8,0,82,5,0,0,/videos/136579050,"Introducing Peppa of #Futurewomen",187,2015-08-18T04:21:15+00:00,Array,0,69,147,1181,1691,0
8,0,36,1,0,0,/videos/163310995,"Bronx Cunt Tour -- Episode 3",483,2016-04-18T20:02:31+00:00,Array,0,57,310,2485,4355,0
6,0,79,3,0,0,/videos/135381918,"Introducing Wonder of #Futurewomen",83,2015-08-04T17:50:40+00:00,Array,0,71,59,356,498,0
5,0,8,3,0,0,/videos/134753960,"#NupitaObama Creates Vogua Premiere: Pilsen",73,2015-07-28T17:24:03+00:00,Array,0,91,67,335,365,0
4,0,12,4,0,0,/videos/160678130,"On The Verge --  Trailer -- Open TV Community",35,2016-03-29T00:34:12+00:00,Array,0,97,34,136,140,0
4,1,20,1,0,0,/videos/192084184,"Erik Wallace -- The Artists of Nupita Obama",489,2016-11-18T06:24:53+00:00,Array,0,98,484,1939,1960,0
3,1,23,1,0,0,/videos/192078488,"Kiam Marcelo Junio -- The Artists of Nupita Obama",442,2016-11-18T04:57:03+00:00,Array,0,52,154,462,886,0
2,0,10,0,0,0,/videos/130134667,"Introducing Open TV (beta) at TEDx Northwestern",1039,2015-06-08T19:28:36+00:00,Array,0,54,856,1712,3120,0
2,0,12,1,0,0,/videos/132485814,"Open TV Presents: Nupita Obama Creates Vogua Trailer",47,2015-07-02T22:30:04+00:00,Array,0,96,46,93,96,0
2,0,3,0,0,0,/videos/11577487,"The Algebra Project",86,2010-05-08T15:21:03+00:00,Array,0,68,59,118,172,0
2,0,5,2,0,0,/videos/134346192,"#NupitaObama Creates Vogua Premiere: Wicker Park",98,2015-07-23T20:27:08+00:00,Array,0,79,117,235,294,0
2,1,18,1,0,0,/videos/192070927,"Saya Naomi - The Artists of Nupita Obama",525,2016-11-18T03:05:10+00:00,Array,0,69,363,726,1052,0
2,0,7,1,0,0,/videos/133452075,"#NupitaObama Creates Vogua Premiere: Lakeview",77,2015-07-14T14:04:01+00:00,Array,0,95,74,149,156,0
1,0,8,1,0,0,/videos/145222124,"Two Queens in Kitchen - Teaser One",16,2015-11-10T02:06:53+00:00,Array,0,93,15,15,16,0
1,0,3,0,0,0,/videos/11588056,"A Day at the Plant",331,2010-05-09T02:28:43+00:00,Array,0,77,257,257,331,0
1,0,13,0,0,0,/videos/160749794,"/Shift/ -- A Fundraiser for Honey Pot Performance",263,2016-03-29T14:37:47+00:00,Array,0,0,0,0,0,0
1,0,2,0,0,0,/videos/25944002,"Michaela Angela Davis on Race and Fashion: ""Color is a Distraction""",230,2011-07-03T22:21:57+00:00,Array,0,17,41,41,230,0
1,0,8,1,0,0,/videos/16589287,"It Goes Unsaid",216,2010-11-07T17:28:53+00:00,Array,0,99,216,216,217,0
0,0,1,0,0,0,/videos/101415411,"freestylin vogua with effects and high data rate",280,2014-07-22T15:26:23+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,,0,0,0,0,0,0
0,0,3,0,0,0,/videos/186488605,"Reunion Photos",128,2016-10-11T21:43:22+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,,0,0,0,0,0,0
0,0,1,0,0,0,/videos/11567668,"LEE's Video Art",214,2010-05-08T00:12:57+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/11578516,"Talk Radio News - Dennis Kucinich",381,2010-05-08T16:22:50+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/23215153,"A Conversation with Michaela Angela Davis at the Urban Catwalk",108,2011-05-03T15:54:14+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/11577839,"Senegal: Sights, Sounds and Struggles",286,2010-05-08T15:44:57+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/13692827,"Pay Day",1586,2010-07-28T02:28:12+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/11588116,"Project Basho",129,2010-05-09T02:35:04+00:00,Array,0,0,0,0,0,0
0,0,4,0,0,0,/videos/9768044,"FAME: Kade Style (Anniversary Cut!)",627,2010-02-26T21:33:50+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/11587726,"Spike Lee with Talk Radio News",119,2010-05-09T02:03:33+00:00,Array,0,0,0,0,0,0
0,0,3,0,0,0,/videos/11587706,"Military Sexual Trauma",1610,2010-05-09T02:02:01+00:00,Array,0,0,0,0,0,0
0,0,18,0,0,0,/videos/149806393,"Introducing the Chicago Home Theater Festival 2015",626,2015-12-22T21:16:50+00:00,Array,0,0,0,0,0,0
0,0,9,0,0,0,/videos/28078430,"Philadelphia Voices of Pride",129,2011-08-23T21:42:52+00:00,Array,0,0,0,0,0,0
0,0,1,0,0,0,,0,0,0,0,0,0
0,0,1,0,0,0,/videos/11565555,"MEET - Episode One - JORDAN 9AM",235,2010-05-07T22:11:34+00:00,Array,0,0,0,0,0,0
0,0,5,0,0,0,/videos/10225370,"Artspace Underground, February 2010",376,2010-03-17T04:45:04+00:00,Array,0,0,0,0,0,0
"
",,,,,,,,,,,,,,,,
