Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Project ID
357045034501999_570390863167414,https://www.facebook.com/weareotv/posts/570390863167414:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570393089833858,https://www.facebook.com/weareotv/posts/570393089833858:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390929834074,https://www.facebook.com/weareotv/posts/570390929834074:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570392523167248,https://www.facebook.com/weareotv/posts/570392523167248:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388769834290,https://www.facebook.com/weareotv/posts/570388769834290:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387109834456,https://www.facebook.com/weareotv/posts/570387109834456:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386893167811,https://www.facebook.com/weareotv/posts/570386893167811:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386386501195,https://www.facebook.com/weareotv/posts/570386386501195:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_570392479833919,https://www.facebook.com/weareotv/posts/570392479833919:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386383167862,https://www.facebook.com/weareotv/posts/570386383167862:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390189834148,https://www.facebook.com/weareotv/posts/570390189834148:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388636500970,https://www.facebook.com/weareotv/posts/570388636500970:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389829834184,https://www.facebook.com/weareotv/posts/570389829834184:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387939834373,https://www.facebook.com/weareotv/posts/570387939834373:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,2.0,YST
357045034501999_570390753167425,https://www.facebook.com/weareotv/posts/570390753167425:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387223167778,https://www.facebook.com/weareotv/posts/570387223167778:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389036500930,https://www.facebook.com/weareotv/posts/570389036500930:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387056501128,https://www.facebook.com/weareotv/posts/570387056501128:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386806501153,https://www.facebook.com/weareotv/posts/570386806501153:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386879834479,https://www.facebook.com/weareotv/posts/570386879834479:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389956500838,https://www.facebook.com/weareotv/posts/570389956500838:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_570390816500752,https://www.facebook.com/weareotv/posts/570390816500752:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390683167432,https://www.facebook.com/weareotv/posts/570390683167432:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_570389403167560,https://www.facebook.com/weareotv/posts/570389403167560:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388416500992,https://www.facebook.com/weareotv/posts/570388416500992:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388726500961,https://www.facebook.com/weareotv/posts/570388726500961:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388836500950,https://www.facebook.com/weareotv/posts/570388836500950:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388863167614,https://www.facebook.com/weareotv/posts/570388863167614:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388956500938,https://www.facebook.com/weareotv/posts/570388956500938:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388986500935,https://www.facebook.com/weareotv/posts/570388986500935:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389053167595,https://www.facebook.com/weareotv/posts/570389053167595:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389263167574,https://www.facebook.com/weareotv/posts/570389263167574:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389329834234,https://www.facebook.com/weareotv/posts/570389329834234:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389373167563,https://www.facebook.com/weareotv/posts/570389373167563:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389429834224,https://www.facebook.com/weareotv/posts/570389429834224:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387793167721,https://www.facebook.com/weareotv/posts/570387793167721:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389443167556,https://www.facebook.com/weareotv/posts/570389443167556:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389523167548,https://www.facebook.com/weareotv/posts/570389523167548:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386959834471,https://www.facebook.com/weareotv/posts/570386959834471:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386769834490,https://www.facebook.com/weareotv/posts/570386769834490:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386713167829,https://www.facebook.com/weareotv/posts/570386713167829:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386679834499,https://www.facebook.com/weareotv/posts/570386679834499:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_570386616501172,https://www.facebook.com/weareotv/posts/570386616501172:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386566501177,https://www.facebook.com/weareotv/posts/570386566501177:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386466501187,https://www.facebook.com/weareotv/posts/570386466501187:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386459834521,https://www.facebook.com/weareotv/posts/570386459834521:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570388163167684,https://www.facebook.com/weareotv/posts/570388163167684:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387729834394,https://www.facebook.com/weareotv/posts/570387729834394:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386379834529,https://www.facebook.com/weareotv/posts/570386379834529:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390279834139,https://www.facebook.com/weareotv/posts/570390279834139:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570386986501135,https://www.facebook.com/weareotv/posts/570386986501135:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387016501132,https://www.facebook.com/weareotv/posts/570387016501132:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387243167776,https://www.facebook.com/weareotv/posts/570387243167776:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389569834210,https://www.facebook.com/weareotv/posts/570389569834210:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387273167773,https://www.facebook.com/weareotv/posts/570387273167773:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570389853167515,https://www.facebook.com/weareotv/posts/570389853167515:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390003167500,https://www.facebook.com/weareotv/posts/570390003167500:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390126500821,https://www.facebook.com/weareotv/posts/570390126500821:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390146500819,https://www.facebook.com/weareotv/posts/570390146500819:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390159834151,https://www.facebook.com/weareotv/posts/570390159834151:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390319834135,https://www.facebook.com/weareotv/posts/570390319834135:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387689834398,https://www.facebook.com/weareotv/posts/570387689834398:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390453167455,https://www.facebook.com/weareotv/posts/570390453167455:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390479834119,https://www.facebook.com/weareotv/posts/570390479834119:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390516500782,https://www.facebook.com/weareotv/posts/570390516500782:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390633167437,https://www.facebook.com/weareotv/posts/570390633167437:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,YST
357045034501999_570390649834102,https://www.facebook.com/weareotv/posts/570390649834102:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390729834094,https://www.facebook.com/weareotv/posts/570390729834094:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570390796500754,https://www.facebook.com/weareotv/posts/570390796500754:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387303167770,https://www.facebook.com/weareotv/posts/570387303167770:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387499834417,https://www.facebook.com/weareotv/posts/570387499834417:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387596501074,https://www.facebook.com/weareotv/posts/570387596501074:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570387613167739,https://www.facebook.com/weareotv/posts/570387613167739:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
357045034501999_570391099834057,https://www.facebook.com/weareotv/posts/570391099834057:0,You're So Talented,Photo,,,12/19/2016 11:49:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,YST
